N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
54	;(Viernes)2026/01/23	;638	;Disminuir por75.3%	; --%	;543	;Disminuir por78.3%	; --%	;285	;Disminuir por59.9%	; --%	;580	;Disminuir por31.6%	; --%	;110	;Disminuir por54.0%	; --%	;58	;Disminuir por62.3%	; --%	;
55	;(Sábado)2026/01/24	;798	;Disminuir por71.4%	; --%	;784	;Disminuir por68.3%	; --%	;312	;Disminuir por57.0%	; --%	;495	;Disminuir por40.7%	; --%	;63	;Disminuir por68.7%	; --%	;31	;Disminuir por82.6%	; --%	;
56	;(Domingo)2026/01/25	;844	;Disminuir por73.9%	; --%	;759	;Disminuir por74.4%	; --%	;289	;Disminuir por62.1%	; --%	;390	;Disminuir por60.8%	; --%	;84	;Disminuir por60.9%	; --%	;45	;Disminuir por77.3%	; --%	;
57	;(Lunes)2026/01/26	;612	;Disminuir por85.3%	; --%	;611	;Disminuir por83.6%	; --%	;275	;Disminuir por64.0%	; --%	;593	;Disminuir por43.0%	; --%	;169	;Disminuir por18.8%	; --%	;60	;Disminuir por67.0%	; --%	;
58	;(Martes)2026/01/27	;564	;Disminuir por82.5%	; --%	;535	;Disminuir por84.8%	; --%	;270	;Disminuir por65.1%	; --%	;592	;Disminuir por30.4%	; --%	;43	;Disminuir por79.0%	; --%	;55	;Disminuir por65.8%	; --%	;
59	;(Miércoles)2026/01/28	;437	;Disminuir por87.5%	; --%	;415	;Disminuir por88.2%	; --%	;275	;Disminuir por63.5%	; --%	;588	;Disminuir por41.7%	; --%	;23	;Disminuir por90.9%	; --%	;32	;Disminuir por83.6%	; --%	;
60	;(Jueves)2026/01/29	;502	;Disminuir por81.6%	; --%	;531	;Disminuir por80.3%	; --%	;293	;Disminuir por58.0%	; --%	;629	;Disminuir por25.0%	; --%	;63	;Disminuir por69.9%	; --%	;55	;Disminuir por66.9%	; --%	;
61	;(Viernes)2026/01/30	;762	;Disminuir por73.1%	; --%	;691	;Disminuir por73.4%	; --%	;321	;Disminuir por53.0%	; --%	;599	;Disminuir por28.0%	; --%	;91	;Disminuir por52.1%	; --%	;68	;Disminuir por61.8%	; --%	;
62	;(Sábado)2026/01/31	;840	;Disminuir por71.5%	; --%	;889	;Disminuir por67.1%	; --%	;372	;Disminuir por44.4%	; --%	;463	;Disminuir por48.8%	; --%	;24	;Disminuir por84.8%	; --%	;21	;Disminuir por89.9%	; --%	;
63	;(Domingo)2026/02/01	;680	;Disminuir por79.8%	; --%	;625	;Disminuir por80.3%	; --%	;384	;Disminuir por39.6%	; --%	;354	;Disminuir por65.7%	; --%	;88	;Disminuir por50.8%	; --%	;23	;Disminuir por89.7%	; --%	;
64	;(Lunes)2026/02/02	;635	;Disminuir por85.0%	; --%	;570	;Disminuir por86.6%	; --%	;315	;Disminuir por61.9%	; --%	;610	;Disminuir por52.5%	; --%	;158	;Disminuir por29.8%	; --%	;78	;Disminuir por68.5%	; --%	;
65	;(Martes)2026/02/03	;553	;Disminuir por86.6%	; --%	;485	;Disminuir por88.7%	; --%	;258	;Disminuir por68.0%	; --%	;689	;Disminuir por28.5%	; --%	;74	;Disminuir por64.8%	; --%	;61	;Disminuir por72.1%	; --%	;
66	;(Miércoles)2026/02/04	;531	;Disminuir por88.7%	; --%	;472	;Disminuir por88.8%	; --%	;277	;Disminuir por62.3%	; --%	;564	;Disminuir por59.3%	; --%	;86	;Disminuir por65.9%	; --%	;61	;Disminuir por74.7%	; --%	;
67	;(Jueves)2026/02/05	;367	;Disminuir por90.5%	; --%	;332	;Disminuir por92.5%	; --%	;174	;Disminuir por77.2%	; --%	;312	;Disminuir por69.3%	; --%	;15	;Disminuir por93.3%	; --%	;29	;Disminuir por89.4%	; --%	;
68	;(Viernes)2026/02/06	;741	;Disminuir por79.7%	; --%	;662	;Disminuir por81.4%	; --%	;356	;Disminuir por38.6%	; --%	;600	;Disminuir por39.6%	; --%	;118	;Disminuir por18.6%	; --%	;83	;Disminuir por56.3%	; --%	;
69	;(Sábado)2026/02/07	;1259	;Disminuir por65.4%	; --%	;1290	;Disminuir por62.0%	; --%	;343	;Disminuir por42.2%	; --%	;620	;Disminuir por39.9%	; --%	;137	;Disminuir por25.1%	; --%	;56	;Disminuir por73.8%	; --%	;
