Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:06:17	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Saiz De Carlos	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
448783	;Aumentar por148.7%	;Disminuir por14.0%	;274829	;Aumentar por251.6%	;Disminuir por13.1%	;757	;Aumentar por169.4%	;Disminuir por52.1%	;3317	;Disminuir por8.1%	;Disminuir por26.9%	;8592	;Aumentar por253.6%	;Aumentar por10.8%	;13714	;Aumentar por188.8%	;Aumentar por16.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
1001	;07/12 16:00 - 17:00	;105	;Disminuir por11.0%	;Aumentar por14.1%	;68	;Aumentar por78.9%	;Aumentar por51.1%	;0	; --%	; --%	;1	; --%	;Disminuir por75.0%	;1	; --%	;Sin cambios	;4	;Sin cambios	;Sin cambios	;
1002	;07/12 17:00 - 18:00	;160	;Disminuir por29.2%	;Disminuir por22.3%	;71	;Disminuir por31.1%	;Disminuir por21.1%	;0	; --%	; --%	;1	; --%	;Sin cambios	;1	; --%	;Disminuir por66.7%	;7	; --%	;Disminuir por12.5%	;
1003	;07/12 18:00 - 19:00	;323	;Disminuir por41.1%	;Aumentar por27.7%	;117	;Disminuir por74.7%	;Disminuir por17.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
1004	;07/12 19:00 - 20:00	;753	;Aumentar por72.3%	;Aumentar por85.9%	;237	;Aumentar por24.1%	;Aumentar por59.1%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;3	;Aumentar por200.0%	;Disminuir por40.0%	;
1005	;07/12 20:00 - 21:00	;1472	;Aumentar por260.8%	;Aumentar por50.8%	;798	;Aumentar por386.6%	;Aumentar por105.1%	;0	; --%	; --%	;0	; --%	; --%	;11	;Aumentar por83.3%	; --%	;19	; --%	;Aumentar por375.0%	;
1006	;07/12 21:00 - 22:00	;2067	;Aumentar por272.4%	;Disminuir por5.7%	;1737	;Aumentar por355.9%	;Aumentar por10.1%	;0	; --%	; --%	;0	; --%	; --%	;34	;Aumentar por88.9%	;Aumentar por1033.3%	;51	;Aumentar por112.5%	;Aumentar por750.0%	;
1007	;07/12 22:00 - 23:00	;1773	;Aumentar por288.0%	;Aumentar por14.8%	;1352	;Aumentar por237.2%	;Aumentar por23.8%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;81	;Aumentar por3950.0%	;Aumentar por2600.0%	;178	;Aumentar por17700.0%	;Aumentar por5833.3%	;
1008	;07/12 23:00 - 24:00	;1136	;Aumentar por672.8%	;Disminuir por9.5%	;852	;Aumentar por939.0%	;Disminuir por9.9%	;0	; --%	; --%	;0	; --%	; --%	;40	; --%	;Aumentar por344.4%	;128	;Aumentar por4166.7%	;Aumentar por1322.2%	;
1009	;07/13 00:00 - 01:00	;111	;Aumentar por909.1%	;Disminuir por71.8%	;84	;Aumentar por663.6%	;Disminuir por64.3%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;2	;Aumentar por100.0%	;Disminuir por86.7%	;
1010	;07/13 01:00 - 02:00	;40	;Aumentar por700.0%	;Disminuir por25.9%	;22	;Aumentar por15.8%	;Disminuir por72.8%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1011	;07/13 02:00 - 03:00	;12	;Aumentar por50.0%	;Disminuir por14.3%	;11	;Aumentar por22.2%	;Disminuir por69.4%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
1012	;07/13 03:00 - 04:00	;5	;Sin cambios	;Sin cambios	;1	;Disminuir por80.0%	;Disminuir por94.1%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;2	; --%	; --%	;
1013	;07/13 04:00 - 05:00	;17	; --%	;Aumentar por41.7%	;16	;Aumentar por220.0%	;Aumentar por23.1%	;16	; --%	; --%	;19	; --%	;Aumentar por1800.0%	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;
1014	;07/13 05:00 - 06:00	;2	;Sin cambios	;Disminuir por71.4%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1015	;07/13 06:00 - 07:00	;6	;Aumentar por500.0%	;Aumentar por50.0%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;
1016	;07/13 07:00 - 08:00	;4	;Aumentar por100.0%	;Disminuir por55.6%	;1	; --%	;Disminuir por85.7%	;0	; --%	; --%	;3	;Sin cambios	; --%	;0	; --%	; --%	;1	; --%	; --%	;
1017	;07/13 08:00 - 09:00	;16	;Aumentar por300.0%	;Disminuir por30.4%	;16	;Aumentar por166.7%	;Aumentar por33.3%	;0	; --%	; --%	;5	;Aumentar por25.0%	;Aumentar por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	; --%	;Aumentar por100.0%	;
1018	;07/13 09:00 - 10:00	;25	;Disminuir por19.4%	;Disminuir por54.5%	;27	;Disminuir por78.2%	;Disminuir por35.7%	;0	; --%	; --%	;4	;Aumentar por100.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;5	;Aumentar por66.7%	;Aumentar por66.7%	;
1019	;07/13 10:00 - 11:00	;111	;Disminuir por6.7%	;Disminuir por19.6%	;32	;Aumentar por68.4%	;Disminuir por59.5%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Aumentar por33.3%	;1	;Sin cambios	;Disminuir por66.7%	;4	;Aumentar por100.0%	;Disminuir por33.3%	;
1020	;07/13 11:00 - 12:00	;144	;Disminuir por22.6%	;Disminuir por30.4%	;52	;Aumentar por18.2%	;Disminuir por43.5%	;0	; --%	; --%	;3	;Sin cambios	;Disminuir por25.0%	;0	; --%	;Disminuir por100.0%	;7	; --%	;Aumentar por75.0%	;
1021	;07/13 12:00 - 13:00	;139	;Aumentar por18.8%	;Disminuir por27.6%	;72	;Aumentar por63.6%	;Disminuir por5.3%	;0	; --%	; --%	;5	; --%	;Aumentar por400.0%	;0	; --%	;Disminuir por100.0%	;8	;Aumentar por700.0%	;Aumentar por100.0%	;
1022	;07/13 13:00 - 14:00	;101	;Aumentar por55.4%	;Sin cambios	;54	;Aumentar por68.8%	;Disminuir por12.9%	;0	; --%	; --%	;7	;Aumentar por133.3%	;Aumentar por250.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;8	;Aumentar por300.0%	;Aumentar por166.7%	;
1023	;07/13 14:00 - 15:00	;60	;Aumentar por650.0%	;Disminuir por31.8%	;52	;Aumentar por100.0%	;Aumentar por20.9%	;0	; --%	;Disminuir por100.0%	;5	; --%	; --%	;0	; --%	; --%	;7	; --%	;Aumentar por600.0%	;
1024	;07/13 15:00 - 16:00	;33	;Disminuir por15.4%	;Disminuir por64.9%	;45	;Aumentar por87.5%	;Disminuir por21.1%	;0	; --%	; --%	;4	; --%	;Aumentar por33.3%	;1	; --%	;Sin cambios	;4	; --%	;Aumentar por100.0%	;
1025	;07/13 16:00 - 17:00	;83	;Aumentar por56.6%	;Aumentar por13.7%	;42	;Aumentar por200.0%	;Disminuir por6.7%	;0	; --%	; --%	;3	;Sin cambios	;Aumentar por200.0%	;1	; --%	;Sin cambios	;3	;Aumentar por200.0%	;Aumentar por50.0%	;
1026	;07/13 17:00 - 18:00	;81	;Aumentar por153.1%	;Disminuir por48.7%	;36	;Aumentar por56.5%	;Disminuir por57.1%	;0	; --%	; --%	;3	;Aumentar por200.0%	; --%	;1	; --%	;Disminuir por66.7%	;10	; --%	;Aumentar por900.0%	;
1027	;07/13 18:00 - 19:00	;204	;Aumentar por325.0%	;Disminuir por24.2%	;85	;Aumentar por400.0%	;Disminuir por36.1%	;0	; --%	; --%	;2	;Aumentar por100.0%	; --%	;3	; --%	;Aumentar por200.0%	;9	;Aumentar por800.0%	;Aumentar por200.0%	;
1028	;07/13 19:00 - 20:00	;458	;Aumentar por780.8%	;Disminuir por31.9%	;133	;Aumentar por329.0%	;Disminuir por62.3%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;7	; --%	;Aumentar por75.0%	;4	; --%	;Sin cambios	;
1029	;07/13 20:00 - 21:00	;936	;Aumentar por2574.3%	;Disminuir por44.3%	;401	;Aumentar por2764.3%	;Disminuir por66.9%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;7	; --%	;Disminuir por66.7%	;10	; --%	;Disminuir por63.0%	;
1030	;07/13 21:00 - 22:00	;1489	;Aumentar por11353.8%	;Disminuir por15.1%	;1042	;Aumentar por6846.7%	;Disminuir por24.2%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;28	; --%	;Aumentar por75.0%	;46	; --%	;Aumentar por4.5%	;
1031	;07/13 22:00 - 23:00	;1571	;Aumentar por17355.6%	;Aumentar por4.5%	;1261	;Aumentar por31425.0%	;Aumentar por25.2%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;41	; --%	;Aumentar por78.3%	;61	;Aumentar por6000.0%	;Disminuir por4.7%	;
1032	;07/13 23:00 - 24:00	;801	;Aumentar por7181.8%	;Aumentar por15.4%	;557	;Aumentar por11040.0%	;Aumentar por23.2%	;0	; --%	; --%	;0	; --%	; --%	;27	; --%	;Aumentar por170.0%	;34	; --%	;Aumentar por70.0%	;
1033	;07/14 00:00 - 01:00	;203	;Aumentar por2437.5%	;Aumentar por29.3%	;132	; --%	;Disminuir por13.2%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;1	; --%	;Disminuir por50.0%	;
1034	;07/14 01:00 - 02:00	;18	; --%	;Disminuir por52.6%	;33	; --%	;Aumentar por10.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;3	; --%	;Aumentar por50.0%	;
1035	;07/14 02:00 - 03:00	;10	;Aumentar por900.0%	;Aumentar por11.1%	;13	; --%	;Aumentar por62.5%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
1036	;07/14 03:00 - 04:00	;0	; --%	;Disminuir por100.0%	;4	;Aumentar por300.0%	;Disminuir por55.6%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
1037	;07/14 04:00 - 05:00	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
1038	;07/14 05:00 - 06:00	;1	; --%	;Disminuir por87.5%	;1	; --%	;Disminuir por90.9%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1039	;07/14 06:00 - 07:00	;5	;Aumentar por150.0%	;Aumentar por66.7%	;1	; --%	; --%	;0	; --%	; --%	;3	; --%	;Aumentar por50.0%	;0	; --%	; --%	;1	;Sin cambios	; --%	;
1040	;07/14 07:00 - 08:00	;5	; --%	;Disminuir por28.6%	;4	; --%	;Aumentar por100.0%	;0	; --%	; --%	;1	; --%	;Disminuir por75.0%	;0	; --%	; --%	;1	; --%	; --%	;
1041	;07/14 08:00 - 09:00	;20	;Aumentar por185.7%	;Aumentar por42.9%	;26	;Aumentar por420.0%	;Aumentar por116.7%	;0	;Disminuir por100.0%	; --%	;4	;Aumentar por33.3%	;Aumentar por33.3%	;1	; --%	;Sin cambios	;3	; --%	;Aumentar por200.0%	;
1042	;07/14 09:00 - 10:00	;46	;Aumentar por1050.0%	;Aumentar por70.4%	;24	;Aumentar por242.9%	;Aumentar por9.1%	;1	; --%	; --%	;4	;Aumentar por33.3%	;Aumentar por33.3%	;1	; --%	;Sin cambios	;7	; --%	;Aumentar por40.0%	;
1043	;07/14 10:00 - 11:00	;97	;Aumentar por102.1%	;Aumentar por1.0%	;46	;Aumentar por206.7%	;Aumentar por7.0%	;0	; --%	; --%	;8	;Aumentar por166.7%	;Aumentar por14.3%	;1	; --%	; --%	;6	; --%	;Aumentar por20.0%	;
1044	;07/14 11:00 - 12:00	;109	;Disminuir por33.5%	;Aumentar por0.9%	;41	;Disminuir por12.8%	;Disminuir por28.1%	;3	; --%	; --%	;5	;Aumentar por150.0%	;Aumentar por25.0%	;1	;Sin cambios	;Disminuir por50.0%	;4	;Aumentar por100.0%	;Sin cambios	;
1045	;07/14 12:00 - 13:00	;91	;Disminuir por55.2%	;Disminuir por6.2%	;69	;Aumentar por50.0%	;Aumentar por102.9%	;1	; --%	; --%	;2	;Sin cambios	;Disminuir por33.3%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;6	;Aumentar por200.0%	;Disminuir por25.0%	;
1046	;07/14 13:00 - 14:00	;71	;Aumentar por1.4%	;Disminuir por16.5%	;61	;Aumentar por84.8%	;Aumentar por5.2%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	; --%	;5	;Sin cambios	;Aumentar por25.0%	;
1047	;07/14 14:00 - 15:00	;60	;Aumentar por5.3%	;Disminuir por15.5%	;37	;Aumentar por60.9%	;Aumentar por42.3%	;0	; --%	; --%	;1	;Sin cambios	;Disminuir por66.7%	;2	; --%	; --%	;5	;Aumentar por400.0%	;Aumentar por150.0%	;
1048	;07/14 15:00 - 16:00	;50	;Disminuir por9.1%	;Aumentar por13.6%	;42	;Aumentar por2.4%	;Aumentar por10.5%	;0	; --%	; --%	;3	;Sin cambios	;Aumentar por200.0%	;1	; --%	;Sin cambios	;4	;Aumentar por300.0%	;Aumentar por33.3%	;
1049	;07/14 16:00 - 17:00	;51	;Disminuir por30.1%	;Aumentar por27.5%	;34	;Aumentar por78.9%	;Aumentar por25.9%	;0	; --%	; --%	;3	; --%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;4	;Aumentar por100.0%	;Aumentar por33.3%	;
1050	;07/14 17:00 - 18:00	;66	;Disminuir por45.0%	;Aumentar por6.5%	;49	;Aumentar por16.7%	;Aumentar por63.3%	;0	; --%	; --%	;2	;Disminuir por33.3%	;Disminuir por50.0%	;2	;Sin cambios	;Sin cambios	;3	; --%	;Sin cambios	;
1051	;07/14 18:00 - 19:00	;258	;Aumentar por150.5%	;Aumentar por50.9%	;119	;Aumentar por357.7%	;Aumentar por28.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;8	;Aumentar por300.0%	;Disminuir por20.0%	;
1052	;07/14 19:00 - 20:00	;474	;Aumentar por347.2%	;Disminuir por12.7%	;265	;Aumentar por846.4%	;Aumentar por44.8%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	;Disminuir por66.7%	;Sin cambios	;2	;Sin cambios	;Disminuir por50.0%	;
1053	;07/14 20:00 - 21:00	;322	;Aumentar por685.4%	;Disminuir por69.3%	;243	;Aumentar por2600.0%	;Disminuir por57.4%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;5	;Aumentar por400.0%	;Disminuir por50.0%	;
1054	;07/14 21:00 - 22:00	;313	;Aumentar por3377.8%	;Disminuir por75.6%	;235	;Aumentar por1858.3%	;Disminuir por72.2%	;0	; --%	; --%	;0	; --%	; --%	;8	; --%	;Disminuir por80.0%	;23	; --%	;Disminuir por54.0%	;
1055	;07/14 22:00 - 23:00	;285	;Aumentar por3971.4%	;Disminuir por78.9%	;277	;Aumentar por6825.0%	;Disminuir por69.8%	;0	; --%	; --%	;0	; --%	; --%	;13	; --%	;Disminuir por59.4%	;27	; --%	;Disminuir por28.9%	;
1056	;07/14 23:00 - 24:00	;668	; --%	;Disminuir por28.7%	;230	;Aumentar por22900.0%	;Disminuir por65.2%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;2	; --%	;Disminuir por95.8%	;
1057	;07/15 00:00 - 01:00	;112	; --%	;Disminuir por17.0%	;58	;Aumentar por5700.0%	;Disminuir por37.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	;Aumentar por100.0%	;
1058	;07/15 01:00 - 02:00	;36	; --%	;Aumentar por2.9%	;33	; --%	;Aumentar por22.2%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1059	;07/15 02:00 - 03:00	;18	;Aumentar por1700.0%	;Aumentar por63.6%	;20	; --%	;Disminuir por4.8%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;1	; --%	; --%	;
1060	;07/15 03:00 - 04:00	;5	; --%	;Disminuir por68.8%	;4	;Aumentar por300.0%	;Disminuir por63.6%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
1061	;07/15 04:00 - 05:00	;4	;Aumentar por300.0%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;
1062	;07/15 05:00 - 06:00	;3	;Aumentar por200.0%	;Sin cambios	;1	; --%	;Disminuir por80.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;0	; --%	; --%	;
1063	;07/15 06:00 - 07:00	;3	; --%	;Disminuir por86.4%	;3	; --%	; --%	;0	; --%	; --%	;3	;Aumentar por50.0%	;Aumentar por50.0%	;1	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
1064	;07/15 07:00 - 08:00	;7	; --%	;Disminuir por41.7%	;6	;Aumentar por500.0%	;Disminuir por33.3%	;0	; --%	; --%	;3	;Disminuir por50.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
1065	;07/15 08:00 - 09:00	;23	;Aumentar por228.6%	;Disminuir por4.2%	;15	;Aumentar por200.0%	;Aumentar por7.1%	;0	;Disminuir por100.0%	; --%	;3	;Disminuir por50.0%	;Aumentar por200.0%	;0	; --%	; --%	;1	;Disminuir por83.3%	;Sin cambios	;
1066	;07/15 09:00 - 10:00	;50	;Aumentar por455.6%	;Aumentar por108.3%	;33	;Aumentar por371.4%	;Aumentar por37.5%	;0	; --%	; --%	;4	;Disminuir por55.6%	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;6	;Aumentar por100.0%	;Disminuir por25.0%	;
1067	;07/15 10:00 - 11:00	;88	;Disminuir por6.4%	;Aumentar por41.9%	;53	;Aumentar por488.9%	;Aumentar por26.2%	;1	; --%	; --%	;8	;Aumentar por300.0%	;Aumentar por100.0%	;4	; --%	;Disminuir por20.0%	;8	;Aumentar por166.7%	;Sin cambios	;
1068	;07/15 11:00 - 12:00	;151	;Aumentar por29.1%	;Aumentar por69.7%	;80	;Aumentar por21.2%	;Aumentar por105.1%	;0	; --%	; --%	;4	;Sin cambios	;Aumentar por100.0%	;2	;Aumentar por100.0%	;Disminuir por66.7%	;6	;Aumentar por200.0%	;Aumentar por50.0%	;
1069	;07/15 12:00 - 13:00	;124	;Aumentar por13.8%	;Disminuir por23.0%	;62	;Aumentar por55.0%	;Aumentar por3.3%	;0	; --%	; --%	;9	;Aumentar por50.0%	;Aumentar por125.0%	;4	;Sin cambios	; --%	;10	;Aumentar por900.0%	;Aumentar por100.0%	;
1070	;07/15 13:00 - 14:00	;94	;Aumentar por168.6%	;Aumentar por22.1%	;91	;Aumentar por435.3%	;Aumentar por71.7%	;0	; --%	; --%	;3	;Aumentar por50.0%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;3	;Aumentar por50.0%	;Sin cambios	;
1071	;07/15 14:00 - 15:00	;99	;Aumentar por230.0%	;Aumentar por83.3%	;34	;Aumentar por209.1%	;Aumentar por13.3%	;0	; --%	; --%	;5	;Aumentar por400.0%	; --%	;1	;Disminuir por50.0%	; --%	;6	;Aumentar por200.0%	;Aumentar por50.0%	;
1072	;07/15 15:00 - 16:00	;62	;Aumentar por21.6%	;Aumentar por47.6%	;43	;Aumentar por115.0%	;Aumentar por95.5%	;0	; --%	; --%	;1	;Disminuir por80.0%	;Sin cambios	;2	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por71.4%	;
1073	;07/15 16:00 - 17:00	;72	;Aumentar por28.6%	;Aumentar por12.5%	;50	;Aumentar por117.4%	;Aumentar por25.0%	;0	; --%	; --%	;7	;Aumentar por600.0%	;Aumentar por75.0%	;0	; --%	; --%	;7	;Aumentar por250.0%	;Aumentar por250.0%	;
1074	;07/15 17:00 - 18:00	;120	;Aumentar por51.9%	;Aumentar por160.9%	;54	;Aumentar por217.6%	;Aumentar por116.0%	;0	; --%	; --%	;4	;Aumentar por100.0%	;Aumentar por100.0%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;2	;Disminuir por50.0%	;Sin cambios	;
1075	;07/15 18:00 - 19:00	;338	;Aumentar por356.8%	;Aumentar por35.2%	;107	;Aumentar por365.2%	;Disminuir por2.7%	;0	; --%	; --%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;1	; --%	;Sin cambios	;2	;Disminuir por33.3%	;Disminuir por33.3%	;
1076	;07/15 19:00 - 20:00	;632	;Aumentar por971.2%	;Aumentar por31.4%	;154	;Aumentar por670.0%	;Disminuir por12.5%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Disminuir por50.0%	;Disminuir por66.7%	;
1077	;07/15 20:00 - 21:00	;1031	;Aumentar por2354.8%	;Disminuir por7.5%	;497	;Aumentar por3213.3%	;Disminuir por19.7%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por400.0%	;Disminuir por58.3%	;4	; --%	;Disminuir por76.5%	;
1078	;07/15 21:00 - 22:00	;993	;Aumentar por5416.7%	;Disminuir por31.4%	;575	;Aumentar por11400.0%	;Disminuir por42.3%	;0	; --%	; --%	;0	; --%	; --%	;56	; --%	;Aumentar por600.0%	;61	; --%	;Aumentar por96.8%	;
1079	;07/15 22:00 - 23:00	;977	;Aumentar por16183.3%	;Disminuir por33.0%	;683	;Aumentar por22666.7%	;Disminuir por28.9%	;0	; --%	; --%	;0	; --%	; --%	;45	; --%	;Disminuir por30.8%	;49	; --%	;Disminuir por71.5%	;
1080	;07/15 23:00 - 24:00	;588	;Aumentar por9700.0%	;Disminuir por23.5%	;372	;Aumentar por37100.0%	;Disminuir por27.6%	;0	; --%	; --%	;0	; --%	; --%	;9	; --%	;Sin cambios	;10	; --%	;Disminuir por44.4%	;
1081	;07/16 00:00 - 01:00	;168	;Aumentar por16700.0%	;Disminuir por6.7%	;88	;Aumentar por8700.0%	;Aumentar por1.1%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;3	; --%	; --%	;
1082	;07/16 01:00 - 02:00	;52	;Aumentar por5100.0%	;Aumentar por85.7%	;40	; --%	;Aumentar por122.2%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
1083	;07/16 02:00 - 03:00	;17	;Aumentar por750.0%	;Disminuir por5.6%	;12	; --%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;
1084	;07/16 03:00 - 04:00	;11	;Aumentar por1000.0%	;Disminuir por15.4%	;22	;Aumentar por2100.0%	;Aumentar por633.3%	;2	; --%	; --%	;6	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
1085	;07/16 04:00 - 05:00	;1	;Sin cambios	;Disminuir por50.0%	;1	;Disminuir por50.0%	;Disminuir por75.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
1086	;07/16 05:00 - 06:00	;7	; --%	;Disminuir por22.2%	;2	;Aumentar por100.0%	;Disminuir por75.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
1087	;07/16 06:00 - 07:00	;3	; --%	;Disminuir por25.0%	;1	; --%	; --%	;0	; --%	; --%	;2	;Sin cambios	;Disminuir por33.3%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;
1088	;07/16 07:00 - 08:00	;10	;Aumentar por400.0%	;Aumentar por25.0%	;3	;Disminuir por25.0%	;Aumentar por50.0%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;0	; --%	; --%	;1	;Sin cambios	; --%	;
1089	;07/16 08:00 - 09:00	;33	;Aumentar por450.0%	;Aumentar por3.1%	;18	;Aumentar por500.0%	;Aumentar por20.0%	;0	; --%	; --%	;2	;Sin cambios	;Disminuir por50.0%	;0	; --%	; --%	;1	; --%	; --%	;
1090	;07/16 09:00 - 10:00	;115	;Aumentar por422.7%	;Aumentar por121.2%	;98	;Aumentar por1125.0%	;Aumentar por345.5%	;2	; --%	; --%	;8	;Aumentar por33.3%	;Aumentar por33.3%	;9	;Aumentar por800.0%	; --%	;20	;Aumentar por233.3%	;Aumentar por300.0%	;
1091	;07/16 10:00 - 11:00	;110	;Aumentar por150.0%	;Aumentar por11.1%	;39	;Aumentar por85.7%	;Disminuir por22.0%	;0	;Disminuir por100.0%	; --%	;5	;Disminuir por66.7%	;Disminuir por28.6%	;4	; --%	; --%	;4	;Aumentar por100.0%	;Disminuir por42.9%	;
1092	;07/16 11:00 - 12:00	;126	;Aumentar por37.0%	;Aumentar por12.5%	;98	;Aumentar por108.5%	;Aumentar por19.5%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por66.7%	;0	;Disminuir por100.0%	; --%	;3	;Disminuir por72.7%	;Disminuir por40.0%	;
