Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:04:29	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Mayor - Baluarte Del Principe	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
331870	;Aumentar por39.9%	;Disminuir por38.7%	;247340	;Aumentar por41.5%	;Disminuir por35.7%	;17423	;Disminuir por34.7%	;Disminuir por13.5%	;3945	;Disminuir por56.2%	;Aumentar por13.8%	;10821	;Aumentar por61.1%	;Disminuir por17.3%	;2776	;Aumentar por97.0%	;Aumentar por29.4%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
67	;06/03 18:00 - 19:00	;249	; --%	;Aumentar por1.6%	;100	; --%	;Aumentar por3.1%	;27	; --%	;Aumentar por200.0%	;12	; --%	; --%	;10	; --%	;Aumentar por42.9%	;1	; --%	;Sin cambios	;
68	;06/03 19:00 - 20:00	;310	; --%	;Aumentar por4.4%	;203	; --%	;Aumentar por8.6%	;15	; --%	;Aumentar por150.0%	;7	; --%	; --%	;9	; --%	;Aumentar por12.5%	;1	; --%	; --%	;
69	;06/03 20:00 - 21:00	;251	; --%	;Aumentar por25.5%	;238	; --%	;Aumentar por80.3%	;14	; --%	;Aumentar por75.0%	;10	; --%	; --%	;3	; --%	;Disminuir por62.5%	;0	; --%	;Disminuir por100.0%	;
70	;06/03 21:00 - 22:00	;113	; --%	;Aumentar por82.3%	;135	; --%	;Aumentar por42.1%	;6	; --%	;Aumentar por200.0%	;1	; --%	; --%	;8	; --%	;Aumentar por700.0%	;3	; --%	; --%	;
71	;06/03 22:00 - 23:00	;67	; --%	;Aumentar por219.0%	;55	; --%	;Aumentar por150.0%	;2	; --%	;Disminuir por75.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;
72	;06/03 23:00 - 24:00	;24	; --%	;Aumentar por242.9%	;24	; --%	;Aumentar por380.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;
73	;06/04 00:00 - 01:00	;14	; --%	;Disminuir por6.7%	;9	; --%	;Aumentar por125.0%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
74	;06/04 01:00 - 02:00	;4	; --%	;Aumentar por100.0%	;9	; --%	;Aumentar por200.0%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
75	;06/04 02:00 - 03:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;
76	;06/04 03:00 - 04:00	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
77	;06/04 04:00 - 05:00	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
78	;06/04 05:00 - 06:00	;1	; --%	;Disminuir por80.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
79	;06/04 06:00 - 07:00	;4	; --%	;Disminuir por20.0%	;4	; --%	;Aumentar por300.0%	;3	; --%	;Disminuir por25.0%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
80	;06/04 07:00 - 08:00	;3	; --%	;Disminuir por62.5%	;15	; --%	;Aumentar por200.0%	;12	; --%	;Aumentar por100.0%	;7	; --%	; --%	;3	; --%	;Sin cambios	;0	; --%	; --%	;
81	;06/04 08:00 - 09:00	;17	;Aumentar por750.0%	;Aumentar por6.3%	;16	;Aumentar por433.3%	;Aumentar por6.7%	;23	;Aumentar por666.7%	;Aumentar por91.7%	;4	; --%	;Aumentar por33.3%	;4	;Aumentar por300.0%	;Sin cambios	;0	; --%	; --%	;
82	;06/04 09:00 - 10:00	;56	;Aumentar por600.0%	;Aumentar por40.0%	;24	;Aumentar por242.9%	;Disminuir por7.7%	;21	;Disminuir por27.6%	;Disminuir por12.5%	;6	; --%	;Aumentar por500.0%	;5	;Aumentar por400.0%	;Disminuir por16.7%	;1	; --%	;Sin cambios	;
83	;06/04 10:00 - 11:00	;153	;Aumentar por59.4%	;Disminuir por15.0%	;50	;Aumentar por400.0%	;Disminuir por28.6%	;34	;Disminuir por8.1%	;Aumentar por9.7%	;4	;Aumentar por100.0%	;Disminuir por33.3%	;8	;Aumentar por166.7%	;Aumentar por100.0%	;0	; --%	; --%	;
84	;06/04 11:00 - 12:00	;160	;Aumentar por27.0%	;Disminuir por3.0%	;97	;Aumentar por234.5%	;Disminuir por26.0%	;18	;Disminuir por33.3%	;Disminuir por33.3%	;0	;Disminuir por100.0%	; --%	;12	;Aumentar por500.0%	;Aumentar por9.1%	;0	; --%	;Disminuir por100.0%	;
85	;06/04 12:00 - 13:00	;133	;Aumentar por101.5%	;Disminuir por17.4%	;238	;Aumentar por290.2%	;Aumentar por59.7%	;16	;Disminuir por30.4%	;Disminuir por27.3%	;0	; --%	; --%	;6	;Aumentar por100.0%	;Disminuir por25.0%	;3	; --%	; --%	;
86	;06/04 13:00 - 14:00	;127	;Aumentar por323.3%	;Aumentar por15.5%	;137	;Aumentar por426.9%	;Aumentar por20.2%	;17	;Aumentar por70.0%	;Disminuir por10.5%	;4	; --%	; --%	;8	;Aumentar por300.0%	;Disminuir por42.9%	;4	; --%	;Aumentar por100.0%	;
87	;06/04 14:00 - 15:00	;64	;Aumentar por60.0%	;Disminuir por37.9%	;65	;Aumentar por182.6%	;Aumentar por1.6%	;11	;Disminuir por31.3%	;Disminuir por42.1%	;0	; --%	; --%	;7	; --%	;Aumentar por250.0%	;0	; --%	; --%	;
88	;06/04 15:00 - 16:00	;55	;Aumentar por96.4%	;Disminuir por31.3%	;67	;Aumentar por458.3%	;Disminuir por51.4%	;10	;Disminuir por33.3%	;Disminuir por56.5%	;2	;Aumentar por100.0%	;Disminuir por60.0%	;3	;Aumentar por200.0%	;Disminuir por62.5%	;1	; --%	; --%	;
89	;06/04 16:00 - 17:00	;63	;Aumentar por37.0%	;Disminuir por8.7%	;32	;Aumentar por190.9%	;Disminuir por31.9%	;9	;Disminuir por18.2%	;Disminuir por30.8%	;2	; --%	;Sin cambios	;8	;Aumentar por700.0%	;Aumentar por166.7%	;2	; --%	;Aumentar por100.0%	;
90	;06/04 17:00 - 18:00	;102	;Aumentar por537.5%	;Disminuir por14.3%	;86	;Aumentar por65.4%	;Aumentar por30.3%	;12	;Aumentar por50.0%	;Disminuir por20.0%	;2	; --%	; --%	;8	;Aumentar por166.7%	;Disminuir por55.6%	;0	; --%	;Disminuir por100.0%	;
91	;06/04 18:00 - 19:00	;206	;Aumentar por312.0%	;Aumentar por17.7%	;92	;Aumentar por217.2%	;Aumentar por3.4%	;8	;Disminuir por60.0%	;Sin cambios	;0	;Disminuir por100.0%	; --%	;9	;Aumentar por200.0%	;Disminuir por30.8%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
92	;06/04 19:00 - 20:00	;282	;Aumentar por1126.1%	;Aumentar por8.9%	;168	;Aumentar por1580.0%	;Aumentar por14.3%	;10	;Aumentar por25.0%	;Sin cambios	;1	; --%	; --%	;14	; --%	;Aumentar por40.0%	;0	;Disminuir por100.0%	; --%	;
93	;06/04 20:00 - 21:00	;225	;Aumentar por2712.5%	;Disminuir por1.3%	;181	;Aumentar por2916.7%	;Aumentar por15.3%	;9	;Aumentar por125.0%	;Aumentar por12.5%	;0	;Disminuir por100.0%	; --%	;7	;Aumentar por133.3%	;Sin cambios	;2	; --%	; --%	;
94	;06/04 21:00 - 22:00	;196	;Aumentar por2350.0%	;Aumentar por100.0%	;200	;Aumentar por4900.0%	;Aumentar por127.3%	;5	;Aumentar por25.0%	;Aumentar por400.0%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por60.0%	;0	;Disminuir por100.0%	; --%	;
95	;06/04 22:00 - 23:00	;123	;Aumentar por2360.0%	;Aumentar por108.5%	;107	;Aumentar por10600.0%	;Aumentar por109.8%	;1	;Disminuir por66.7%	;Disminuir por80.0%	;0	; --%	; --%	;2	; --%	;Sin cambios	;3	; --%	;Aumentar por200.0%	;
96	;06/04 23:00 - 24:00	;45	;Aumentar por1400.0%	;Aumentar por32.4%	;40	; --%	;Aumentar por33.3%	;5	; --%	;Aumentar por150.0%	;0	; --%	; --%	;4	; --%	;Aumentar por33.3%	;0	; --%	;Disminuir por100.0%	;
97	;06/05 00:00 - 01:00	;10	; --%	;Aumentar por100.0%	;12	; --%	;Aumentar por71.4%	;2	;Aumentar por100.0%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;3	; --%	; --%	;
98	;06/05 01:00 - 02:00	;6	;Aumentar por500.0%	;Aumentar por500.0%	;1	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
99	;06/05 02:00 - 03:00	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
100	;06/05 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
101	;06/05 04:00 - 05:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
102	;06/05 05:00 - 06:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
103	;06/05 06:00 - 07:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
104	;06/05 07:00 - 08:00	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
105	;06/05 08:00 - 09:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
106	;06/05 09:00 - 10:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;
107	;06/05 10:00 - 11:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
108	;06/05 11:00 - 12:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
109	;06/05 12:00 - 13:00	;317	;Aumentar por10466.7%	;Aumentar por107.2%	;190	;Aumentar por6233.3%	;Disminuir por4.0%	;26	;Aumentar por18.2%	;Disminuir por3.7%	;1	;Disminuir por50.0%	; --%	;8	; --%	;Disminuir por33.3%	;1	; --%	;Disminuir por50.0%	;
110	;06/05 13:00 - 14:00	;217	;Aumentar por886.4%	;Aumentar por117.0%	;212	;Aumentar por4140.0%	;Aumentar por73.8%	;22	;Aumentar por57.1%	;Aumentar por46.7%	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por400.0%	;Disminuir por37.5%	;2	; --%	; --%	;
111	;06/05 14:00 - 15:00	;109	;Aumentar por445.0%	;Aumentar por73.0%	;145	;Aumentar por590.5%	;Aumentar por98.6%	;22	;Aumentar por69.2%	;Aumentar por4.8%	;1	;Sin cambios	;Disminuir por75.0%	;6	; --%	;Aumentar por50.0%	;0	; --%	; --%	;
112	;06/05 15:00 - 16:00	;134	;Aumentar por737.5%	;Aumentar por94.2%	;114	;Aumentar por2180.0%	;Aumentar por48.1%	;11	;Sin cambios	;Aumentar por10.0%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Aumentar por100.0%	;0	; --%	; --%	;
113	;06/05 16:00 - 17:00	;216	;Aumentar por535.3%	;Aumentar por200.0%	;138	;Aumentar por1280.0%	;Aumentar por126.2%	;14	;Aumentar por55.6%	;Aumentar por100.0%	;0	; --%	;Disminuir por100.0%	;5	; --%	;Disminuir por28.6%	;1	; --%	;Sin cambios	;
114	;06/05 17:00 - 18:00	;364	;Aumentar por487.1%	;Aumentar por191.2%	;187	;Aumentar por281.6%	;Aumentar por297.9%	;24	;Aumentar por300.0%	;Aumentar por118.2%	;2	; --%	; --%	;6	;Aumentar por500.0%	;Disminuir por25.0%	;4	; --%	; --%	;
115	;06/05 18:00 - 19:00	;367	;Aumentar por389.3%	;Aumentar por95.2%	;246	;Aumentar por693.5%	;Aumentar por237.0%	;11	;Sin cambios	;Aumentar por10.0%	;0	; --%	; --%	;14	;Aumentar por250.0%	;Disminuir por6.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
116	;06/05 19:00 - 20:00	;500	;Aumentar por1090.5%	;Aumentar por115.5%	;333	;Aumentar por2120.0%	;Aumentar por150.4%	;5	;Sin cambios	;Disminuir por54.5%	;0	; --%	; --%	;6	;Aumentar por200.0%	;Disminuir por40.0%	;0	;Disminuir por100.0%	; --%	;
117	;06/05 20:00 - 21:00	;269	;Aumentar por3262.5%	;Aumentar por26.9%	;240	;Aumentar por3900.0%	;Aumentar por31.1%	;3	;Disminuir por50.0%	;Disminuir por25.0%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Disminuir por42.9%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;
118	;06/05 21:00 - 22:00	;278	;Aumentar por13800.0%	;Aumentar por131.7%	;199	; --%	;Aumentar por54.3%	;5	;Aumentar por66.7%	;Aumentar por150.0%	;0	;Disminuir por100.0%	; --%	;2	; --%	;Disminuir por33.3%	;1	; --%	; --%	;
119	;06/05 22:00 - 23:00	;166	; --%	;Aumentar por82.4%	;137	;Aumentar por4466.7%	;Aumentar por95.7%	;2	; --%	;Disminuir por33.3%	;0	; --%	; --%	;3	; --%	; --%	;4	; --%	;Aumentar por300.0%	;
120	;06/05 23:00 - 24:00	;126	;Aumentar por6200.0%	;Aumentar por223.1%	;95	; --%	;Aumentar por280.0%	;8	;Aumentar por700.0%	;Aumentar por100.0%	;2	; --%	; --%	;4	; --%	;Aumentar por300.0%	;2	; --%	;Disminuir por50.0%	;
121	;06/06 00:00 - 01:00	;35	; --%	;Aumentar por250.0%	;18	; --%	;Aumentar por125.0%	;4	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
122	;06/06 01:00 - 02:00	;11	; --%	;Aumentar por1000.0%	;10	; --%	;Aumentar por900.0%	;3	; --%	;Aumentar por50.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
123	;06/06 02:00 - 03:00	;9	;Aumentar por800.0%	;Aumentar por28.6%	;1	; --%	; --%	;1	; --%	;Disminuir por50.0%	;2	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
124	;06/06 03:00 - 04:00	;1	; --%	;Disminuir por66.7%	;1	; --%	;Disminuir por50.0%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
125	;06/06 04:00 - 05:00	;2	; --%	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
126	;06/06 05:00 - 06:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
127	;06/06 06:00 - 07:00	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por75.0%	;2	; --%	;Sin cambios	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;
128	;06/06 07:00 - 08:00	;4	;Aumentar por100.0%	;Sin cambios	;4	;Aumentar por300.0%	;Disminuir por33.3%	;7	;Aumentar por40.0%	;Disminuir por30.0%	;0	; --%	;Disminuir por100.0%	;2	; --%	;Disminuir por50.0%	;0	; --%	; --%	;
129	;06/06 08:00 - 09:00	;12	;Aumentar por140.0%	;Disminuir por20.0%	;13	;Aumentar por116.7%	;Disminuir por31.6%	;22	;Disminuir por4.3%	;Disminuir por4.3%	;4	; --%	;Sin cambios	;3	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;
130	;06/06 09:00 - 10:00	;46	;Aumentar por820.0%	;Disminuir por47.1%	;39	;Aumentar por1200.0%	;Aumentar por69.6%	;30	;Aumentar por100.0%	;Disminuir por14.3%	;3	;Aumentar por200.0%	;Sin cambios	;5	; --%	;Aumentar por66.7%	;0	; --%	; --%	;
131	;06/06 10:00 - 11:00	;155	;Aumentar por811.8%	;Disminuir por34.6%	;93	;Aumentar por1450.0%	;Aumentar por8.1%	;22	;Disminuir por43.6%	;Disminuir por55.1%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;13	;Aumentar por1200.0%	;Disminuir por7.1%	;1	; --%	; --%	;
132	;06/06 11:00 - 12:00	;287	;Aumentar por697.2%	;Aumentar por57.7%	;182	;Aumentar por1037.5%	;Disminuir por32.6%	;21	;Disminuir por16.0%	;Disminuir por16.0%	;1	;Disminuir por50.0%	;Sin cambios	;10	; --%	;Sin cambios	;3	; --%	;Aumentar por200.0%	;
133	;06/06 12:00 - 13:00	;290	;Aumentar por1833.3%	;Aumentar por47.2%	;293	;Aumentar por1173.9%	;Aumentar por128.9%	;26	;Aumentar por8.3%	;Aumentar por85.7%	;0	; --%	; --%	;16	; --%	;Aumentar por33.3%	;3	; --%	; --%	;
134	;06/06 13:00 - 14:00	;224	;Aumentar por293.0%	;Aumentar por133.3%	;324	;Aumentar por1017.2%	;Aumentar por138.2%	;8	;Disminuir por68.0%	;Disminuir por33.3%	;1	;Sin cambios	; --%	;10	;Aumentar por900.0%	;Sin cambios	;5	; --%	; --%	;
135	;06/06 14:00 - 15:00	;161	;Aumentar por419.4%	;Aumentar por64.3%	;255	;Aumentar por1059.1%	;Aumentar por240.0%	;5	;Disminuir por70.6%	;Disminuir por61.5%	;1	; --%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;
136	;06/06 15:00 - 16:00	;172	;Aumentar por207.1%	;Aumentar por62.3%	;182	;Aumentar por766.7%	;Aumentar por42.2%	;3	;Disminuir por88.5%	;Disminuir por62.5%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;7	;Aumentar por250.0%	;Aumentar por16.7%	;0	; --%	;Disminuir por100.0%	;
137	;06/06 16:00 - 17:00	;224	;Aumentar por163.5%	;Aumentar por115.4%	;189	;Aumentar por721.7%	;Aumentar por190.8%	;2	;Disminuir por90.9%	;Disminuir por81.8%	;0	;Disminuir por100.0%	; --%	;5	;Aumentar por400.0%	;Disminuir por37.5%	;0	; --%	;Disminuir por100.0%	;
138	;06/06 17:00 - 18:00	;267	;Aumentar por287.0%	;Aumentar por151.9%	;199	;Aumentar por165.3%	;Aumentar por103.1%	;9	;Aumentar por12.5%	;Disminuir por40.0%	;2	; --%	; --%	;7	;Aumentar por600.0%	;Disminuir por56.3%	;0	; --%	; --%	;
139	;06/06 18:00 - 19:00	;397	;Aumentar por561.7%	;Aumentar por108.9%	;301	;Aumentar por1405.0%	;Aumentar por230.8%	;6	;Disminuir por62.5%	;Disminuir por14.3%	;0	;Disminuir por100.0%	; --%	;6	;Aumentar por500.0%	;Disminuir por50.0%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;
140	;06/06 19:00 - 20:00	;714	;Aumentar por2450.0%	;Aumentar por161.5%	;402	;Aumentar por3920.0%	;Aumentar por146.6%	;6	;Disminuir por53.8%	;Sin cambios	;1	;Disminuir por50.0%	; --%	;13	; --%	;Aumentar por85.7%	;1	;Sin cambios	;Sin cambios	;
141	;06/06 20:00 - 21:00	;656	;Aumentar por8100.0%	;Aumentar por106.3%	;487	;Aumentar por48600.0%	;Aumentar por124.4%	;2	;Disminuir por66.7%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;11	; --%	;Aumentar por37.5%	;10	; --%	;Aumentar por900.0%	;
142	;06/06 21:00 - 22:00	;503	;Aumentar por7085.7%	;Aumentar por49.7%	;367	;Aumentar por12133.3%	;Aumentar por62.4%	;2	;Sin cambios	;Sin cambios	;0	; --%	; --%	;6	; --%	;Aumentar por50.0%	;8	; --%	;Aumentar por700.0%	;
143	;06/06 22:00 - 23:00	;251	;Aumentar por25000.0%	;Aumentar por6.8%	;290	;Aumentar por28900.0%	;Aumentar por74.7%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;4	;Aumentar por300.0%	;Aumentar por33.3%	;5	; --%	;Aumentar por150.0%	;
144	;06/06 23:00 - 24:00	;194	;Aumentar por3133.3%	;Disminuir por7.6%	;137	;Aumentar por953.8%	;Aumentar por7.0%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;4	; --%	;Disminuir por20.0%	;5	; --%	;Aumentar por400.0%	;
145	;06/07 00:00 - 01:00	;40	;Aumentar por3900.0%	;Disminuir por28.6%	;51	;Aumentar por2450.0%	;Disminuir por25.0%	;2	;Aumentar por100.0%	;Sin cambios	;0	; --%	; --%	;3	; --%	; --%	;4	; --%	;Aumentar por300.0%	;
146	;06/07 01:00 - 02:00	;8	;Aumentar por700.0%	;Disminuir por52.9%	;2	; --%	;Disminuir por33.3%	;1	;Sin cambios	;Disminuir por75.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
147	;06/07 02:00 - 03:00	;8	; --%	;Disminuir por27.3%	;6	; --%	;Aumentar por50.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
148	;06/07 03:00 - 04:00	;3	; --%	;Disminuir por57.1%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;0	; --%	; --%	;2	; --%	; --%	;0	; --%	; --%	;
149	;06/07 04:00 - 05:00	;1	; --%	; --%	;1	; --%	; --%	;1	; --%	;Disminuir por80.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
150	;06/07 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
151	;06/07 06:00 - 07:00	;3	;Aumentar por200.0%	;Sin cambios	;1	; --%	;Disminuir por66.7%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;1	;Sin cambios	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
152	;06/07 07:00 - 08:00	;8	;Aumentar por300.0%	;Sin cambios	;8	; --%	;Disminuir por46.7%	;7	;Aumentar por250.0%	;Disminuir por30.0%	;1	; --%	;Disminuir por75.0%	;2	; --%	;Disminuir por60.0%	;0	; --%	; --%	;
153	;06/07 08:00 - 09:00	;15	;Aumentar por650.0%	;Disminuir por6.3%	;21	;Aumentar por425.0%	;Aumentar por10.5%	;12	;Sin cambios	;Disminuir por7.7%	;5	; --%	; --%	;3	; --%	;Disminuir por40.0%	;1	; --%	; --%	;
154	;06/07 09:00 - 10:00	;35	;Aumentar por288.9%	;Disminuir por57.3%	;36	;Aumentar por89.5%	;Aumentar por5.9%	;25	;Aumentar por108.3%	;Aumentar por31.6%	;21	; --%	;Aumentar por2000.0%	;6	; --%	;Disminuir por25.0%	;3	; --%	; --%	;
155	;06/07 10:00 - 11:00	;182	;Disminuir por22.6%	;Aumentar por73.3%	;61	;Disminuir por26.5%	;Disminuir por21.8%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;7	;Aumentar por600.0%	;Aumentar por16.7%	;1	; --%	; --%	;
156	;06/07 11:00 - 12:00	;306	;Aumentar por168.4%	;Disminuir por12.6%	;168	;Aumentar por61.5%	;Disminuir por36.8%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;4	;Aumentar por300.0%	;Disminuir por80.0%	;1	;Disminuir por66.7%	;Disminuir por92.3%	;
157	;06/07 12:00 - 13:00	;503	;Aumentar por1696.4%	;Aumentar por131.8%	;296	;Aumentar por622.0%	;Aumentar por36.4%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;8	; --%	;Disminuir por33.3%	;5	; --%	;Aumentar por25.0%	;
158	;06/07 13:00 - 14:00	;232	;Aumentar por439.5%	;Aumentar por17.2%	;321	;Aumentar por682.9%	;Aumentar por50.0%	;5	;Disminuir por61.5%	;Disminuir por54.5%	;0	; --%	; --%	;10	; --%	;Sin cambios	;2	; --%	; --%	;
159	;06/07 14:00 - 15:00	;191	;Aumentar por478.8%	;Aumentar por26.5%	;232	;Aumentar por354.9%	;Aumentar por45.9%	;4	;Disminuir por33.3%	;Disminuir por60.0%	;2	; --%	;Aumentar por100.0%	;3	; --%	;Disminuir por40.0%	;0	; --%	;Disminuir por100.0%	;
