Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/10 14:47:57	;
Operador: Touristcheck	;
Objetivo de estadísticas: Avda. Del Mar - Marcelino Roca	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
890768	;Aumentar por77.9%	;Disminuir por26.6%	;949773	;Aumentar por79.9%	;Disminuir por26.7%	;31305	;Disminuir por21.0%	;Disminuir por16.3%	;16274	;Disminuir por18.6%	;Disminuir por10.1%	;36251	;Aumentar por49.8%	;Disminuir por19.6%	;31231	;Aumentar por76.0%	;Disminuir por19.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
46	;06/02 21:00 - 22:00	;839	;Aumentar por5143.8%	;Aumentar por85.2%	;686	;Aumentar por4800.0%	;Aumentar por110.4%	;14	;Aumentar por40.0%	;Aumentar por40.0%	;11	;Aumentar por175.0%	;Aumentar por57.1%	;29	; --%	;Aumentar por123.1%	;22	; --%	;Aumentar por57.1%	;
47	;06/02 22:00 - 23:00	;731	;Aumentar por5991.7%	;Aumentar por149.5%	;414	;Aumentar por3350.0%	;Aumentar por137.9%	;15	;Aumentar por200.0%	;Aumentar por25.0%	;3	; --%	;Disminuir por25.0%	;21	;Aumentar por2000.0%	;Aumentar por320.0%	;12	; --%	;Aumentar por300.0%	;
48	;06/02 23:00 - 24:00	;219	;Aumentar por7200.0%	;Aumentar por114.7%	;149	;Aumentar por3625.0%	;Aumentar por104.1%	;10	;Aumentar por233.3%	;Disminuir por23.1%	;4	; --%	;Aumentar por33.3%	;23	; --%	;Aumentar por43.8%	;3	; --%	;Disminuir por25.0%	;
49	;06/03 00:00 - 01:00	;56	;Aumentar por5500.0%	;Aumentar por86.7%	;32	; --%	;Aumentar por128.6%	;8	; --%	;Disminuir por20.0%	;3	; --%	;Sin cambios	;4	; --%	;Aumentar por100.0%	;2	; --%	; --%	;
50	;06/03 01:00 - 02:00	;32	; --%	; --%	;12	; --%	;Aumentar por500.0%	;4	;Aumentar por33.3%	;Aumentar por100.0%	;2	; --%	;Disminuir por33.3%	;1	; --%	; --%	;0	; --%	; --%	;
51	;06/03 02:00 - 03:00	;13	; --%	;Aumentar por8.3%	;3	; --%	;Sin cambios	;1	; --%	;Sin cambios	;1	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
52	;06/03 03:00 - 04:00	;3	; --%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	;Disminuir por33.3%	;Disminuir por71.4%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
53	;06/03 04:00 - 05:00	;2	; --%	; --%	;2	; --%	; --%	;4	; --%	;Aumentar por100.0%	;2	; --%	;Sin cambios	;1	; --%	;Sin cambios	;0	; --%	; --%	;
54	;06/03 05:00 - 06:00	;1	;Disminuir por50.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
55	;06/03 06:00 - 07:00	;6	;Aumentar por500.0%	;Disminuir por33.3%	;10	; --%	;Sin cambios	;7	;Aumentar por40.0%	;Aumentar por16.7%	;6	;Aumentar por500.0%	;Aumentar por200.0%	;2	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
56	;06/03 07:00 - 08:00	;33	;Aumentar por230.0%	;Aumentar por17.9%	;37	;Aumentar por1750.0%	;Aumentar por164.3%	;18	;Sin cambios	;Disminuir por28.0%	;8	;Aumentar por100.0%	;Disminuir por38.5%	;4	;Aumentar por100.0%	;Disminuir por33.3%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
57	;06/03 08:00 - 09:00	;130	;Aumentar por983.3%	;Aumentar por46.1%	;68	;Aumentar por518.2%	;Aumentar por41.7%	;39	;Aumentar por25.8%	;Disminuir por13.3%	;23	;Aumentar por43.8%	;Aumentar por187.5%	;12	;Aumentar por300.0%	;Aumentar por140.0%	;5	; --%	;Aumentar por66.7%	;
58	;06/03 09:00 - 10:00	;138	;Aumentar por430.8%	;Aumentar por26.6%	;196	;Aumentar por390.0%	;Aumentar por44.1%	;42	;Aumentar por31.3%	;Aumentar por5.0%	;19	;Disminuir por5.0%	;Aumentar por11.8%	;11	;Aumentar por175.0%	;Aumentar por37.5%	;8	;Aumentar por700.0%	;Aumentar por14.3%	;
59	;06/03 10:00 - 11:00	;242	;Aumentar por332.1%	;Aumentar por18.0%	;406	;Aumentar por224.8%	;Aumentar por25.7%	;47	;Aumentar por11.9%	;Disminuir por7.8%	;18	;Disminuir por40.0%	;Disminuir por45.5%	;15	;Aumentar por114.3%	;Disminuir por46.4%	;16	;Aumentar por433.3%	;Disminuir por48.4%	;
60	;06/03 11:00 - 12:00	;408	;Aumentar por274.3%	;Aumentar por66.5%	;568	;Aumentar por179.8%	;Aumentar por58.2%	;49	;Aumentar por25.6%	;Disminuir por14.0%	;26	;Aumentar por52.9%	;Aumentar por36.8%	;23	;Aumentar por2200.0%	;Disminuir por14.8%	;16	; --%	;Disminuir por36.0%	;
61	;06/03 12:00 - 13:00	;381	;Aumentar por217.5%	;Aumentar por27.4%	;379	;Aumentar por345.9%	;Aumentar por12.5%	;30	;Disminuir por21.1%	;Disminuir por37.5%	;17	;Aumentar por13.3%	;Disminuir por15.0%	;17	;Aumentar por240.0%	;Disminuir por41.4%	;26	;Aumentar por1200.0%	;Disminuir por3.7%	;
62	;06/03 13:00 - 14:00	;388	;Aumentar por397.4%	;Aumentar por31.1%	;279	;Aumentar por745.5%	;Aumentar por35.4%	;33	;Aumentar por65.0%	;Disminuir por2.9%	;18	;Aumentar por125.0%	;Disminuir por18.2%	;13	;Aumentar por225.0%	;Disminuir por23.5%	;8	;Aumentar por700.0%	;Disminuir por33.3%	;
63	;06/03 14:00 - 15:00	;213	; --%	;Disminuir por0.9%	;216	; --%	;Aumentar por37.6%	;30	; --%	;Disminuir por3.2%	;10	; --%	;Disminuir por37.5%	;27	; --%	;Disminuir por3.6%	;11	; --%	;Aumentar por83.3%	;
64	;06/03 15:00 - 16:00	;228	; --%	;Aumentar por26.7%	;174	; --%	;Aumentar por47.5%	;30	; --%	;Aumentar por3.4%	;9	; --%	;Sin cambios	;25	; --%	;Aumentar por56.3%	;8	; --%	;Aumentar por33.3%	;
65	;06/03 16:00 - 17:00	;227	; --%	;Aumentar por108.3%	;226	; --%	;Aumentar por40.4%	;31	; --%	;Aumentar por3.3%	;14	; --%	;Aumentar por7.7%	;31	; --%	;Aumentar por19.2%	;19	; --%	;Aumentar por72.7%	;
66	;06/03 17:00 - 18:00	;226	; --%	;Aumentar por46.8%	;333	; --%	;Aumentar por49.3%	;23	; --%	;Disminuir por20.7%	;19	; --%	;Aumentar por5.6%	;20	; --%	;Aumentar por33.3%	;15	; --%	;Aumentar por7.1%	;
67	;06/03 18:00 - 19:00	;426	; --%	;Aumentar por40.1%	;617	; --%	;Aumentar por37.1%	;30	; --%	;Aumentar por114.3%	;18	; --%	;Aumentar por100.0%	;23	; --%	;Aumentar por109.1%	;30	; --%	;Aumentar por87.5%	;
68	;06/03 19:00 - 20:00	;617	; --%	;Aumentar por8.6%	;916	; --%	;Aumentar por38.8%	;18	; --%	;Aumentar por28.6%	;12	; --%	;Aumentar por9.1%	;18	; --%	;Aumentar por63.6%	;27	; --%	;Aumentar por28.6%	;
69	;06/03 20:00 - 21:00	;753	; --%	;Aumentar por33.5%	;669	; --%	;Aumentar por51.0%	;17	; --%	;Aumentar por41.7%	;12	; --%	;Aumentar por50.0%	;21	; --%	;Disminuir por4.5%	;18	; --%	;Aumentar por80.0%	;
70	;06/03 21:00 - 22:00	;569	; --%	;Aumentar por53.4%	;450	; --%	;Aumentar por105.5%	;14	; --%	;Sin cambios	;10	; --%	;Aumentar por66.7%	;27	; --%	;Aumentar por58.8%	;21	; --%	;Aumentar por425.0%	;
71	;06/03 22:00 - 23:00	;510	; --%	;Aumentar por189.8%	;302	; --%	;Aumentar por542.6%	;13	; --%	;Disminuir por43.5%	;2	; --%	;Disminuir por81.8%	;10	; --%	;Aumentar por150.0%	;17	; --%	;Aumentar por750.0%	;
72	;06/03 23:00 - 24:00	;198	; --%	;Aumentar por200.0%	;124	; --%	;Aumentar por235.1%	;12	; --%	;Aumentar por33.3%	;3	; --%	;Disminuir por25.0%	;15	; --%	;Aumentar por50.0%	;3	; --%	;Sin cambios	;
73	;06/04 00:00 - 01:00	;45	; --%	;Aumentar por114.3%	;52	; --%	;Aumentar por766.7%	;8	; --%	;Aumentar por300.0%	;2	; --%	;Aumentar por100.0%	;6	; --%	;Aumentar por200.0%	;2	; --%	; --%	;
74	;06/04 01:00 - 02:00	;43	; --%	;Aumentar por377.8%	;11	; --%	;Aumentar por175.0%	;2	; --%	;Disminuir por66.7%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
75	;06/04 02:00 - 03:00	;33	; --%	;Aumentar por230.0%	;7	; --%	;Disminuir por36.4%	;2	; --%	;Disminuir por33.3%	;1	; --%	;Disminuir por66.7%	;2	; --%	; --%	;2	; --%	; --%	;
76	;06/04 03:00 - 04:00	;3	; --%	;Aumentar por50.0%	;1	; --%	;Disminuir por50.0%	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;1	; --%	; --%	;
77	;06/04 04:00 - 05:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por50.0%	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
78	;06/04 05:00 - 06:00	;2	; --%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;1	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
79	;06/04 06:00 - 07:00	;9	; --%	;Disminuir por18.2%	;10	; --%	;Aumentar por66.7%	;6	; --%	;Aumentar por20.0%	;5	; --%	;Aumentar por66.7%	;3	; --%	;Aumentar por200.0%	;0	; --%	;Disminuir por100.0%	;
80	;06/04 07:00 - 08:00	;31	; --%	;Aumentar por3.3%	;37	; --%	;Aumentar por48.0%	;16	; --%	;Disminuir por15.8%	;7	; --%	;Sin cambios	;6	; --%	;Disminuir por25.0%	;0	; --%	;Disminuir por100.0%	;
81	;06/04 08:00 - 09:00	;93	;Aumentar por2225.0%	;Aumentar por66.1%	;54	;Aumentar por980.0%	;Aumentar por63.6%	;29	;Aumentar por81.3%	;Disminuir por12.1%	;15	;Aumentar por114.3%	;Aumentar por25.0%	;7	;Aumentar por600.0%	;Disminuir por12.5%	;3	; --%	;Sin cambios	;
82	;06/04 09:00 - 10:00	;141	;Aumentar por729.4%	;Aumentar por23.7%	;201	;Aumentar por857.1%	;Aumentar por45.7%	;66	;Aumentar por73.7%	;Aumentar por106.3%	;39	;Aumentar por77.3%	;Aumentar por290.0%	;11	;Aumentar por120.0%	;Disminuir por21.4%	;7	;Aumentar por250.0%	;Disminuir por22.2%	;
83	;06/04 10:00 - 11:00	;168	;Aumentar por500.0%	;Disminuir por45.5%	;291	;Aumentar por259.3%	;Disminuir por24.2%	;47	;Aumentar por2.2%	;Aumentar por17.5%	;26	;Aumentar por8.3%	;Aumentar por160.0%	;25	;Aumentar por2400.0%	;Aumentar por4.2%	;13	;Aumentar por550.0%	;Disminuir por55.2%	;
84	;06/04 11:00 - 12:00	;311	;Aumentar por623.3%	;Aumentar por21.0%	;473	;Aumentar por469.9%	;Aumentar por57.1%	;57	;Aumentar por58.3%	;Aumentar por32.6%	;28	;Aumentar por47.4%	;Aumentar por64.7%	;23	;Aumentar por666.7%	;Disminuir por30.3%	;35	;Aumentar por3400.0%	;Aumentar por40.0%	;
85	;06/04 12:00 - 13:00	;411	;Aumentar por675.5%	;Aumentar por41.2%	;429	;Aumentar por694.4%	;Aumentar por46.4%	;38	;Disminuir por15.6%	;Aumentar por8.6%	;19	;Aumentar por35.7%	;Aumentar por26.7%	;50	;Aumentar por455.6%	;Aumentar por56.3%	;50	;Aumentar por4900.0%	;Aumentar por78.6%	;
86	;06/04 13:00 - 14:00	;310	;Aumentar por656.1%	;Aumentar por5.4%	;293	;Aumentar por1072.0%	;Aumentar por29.1%	;36	;Disminuir por12.2%	;Disminuir por7.7%	;16	;Disminuir por27.3%	;Disminuir por27.3%	;22	;Aumentar por633.3%	;Aumentar por10.0%	;17	;Aumentar por1600.0%	;Aumentar por240.0%	;
87	;06/04 14:00 - 15:00	;278	;Aumentar por1885.7%	;Aumentar por46.3%	;251	;Aumentar por865.4%	;Aumentar por46.8%	;21	;Disminuir por27.6%	;Disminuir por25.0%	;5	;Disminuir por50.0%	;Disminuir por50.0%	;32	;Aumentar por966.7%	;Disminuir por8.6%	;25	; --%	;Disminuir por10.7%	;
88	;06/04 15:00 - 16:00	;195	;Aumentar por572.4%	;Aumentar por34.5%	;177	;Aumentar por118.5%	;Aumentar por132.9%	;23	;Disminuir por37.8%	;Disminuir por46.5%	;13	;Disminuir por13.3%	;Disminuir por18.8%	;31	;Aumentar por3000.0%	;Aumentar por82.4%	;9	;Aumentar por800.0%	;Aumentar por12.5%	;
89	;06/04 16:00 - 17:00	;208	;Aumentar por530.3%	;Aumentar por28.4%	;207	;Aumentar por613.8%	;Aumentar por38.9%	;36	;Aumentar por5.9%	;Aumentar por16.1%	;13	;Disminuir por23.5%	;Sin cambios	;23	;Aumentar por1050.0%	;Disminuir por14.8%	;13	;Aumentar por333.3%	;Disminuir por31.6%	;
90	;06/04 17:00 - 18:00	;223	;Aumentar por406.8%	;Aumentar por71.5%	;280	;Aumentar por409.1%	;Aumentar por84.2%	;30	;Disminuir por16.7%	;Disminuir por9.1%	;22	;Aumentar por144.4%	;Aumentar por37.5%	;24	;Aumentar por2300.0%	;Disminuir por29.4%	;20	;Aumentar por300.0%	;Disminuir por13.0%	;
91	;06/04 18:00 - 19:00	;371	;Aumentar por453.7%	;Aumentar por37.9%	;520	;Aumentar por828.6%	;Aumentar por30.3%	;15	;Disminuir por51.6%	;Disminuir por37.5%	;11	;Disminuir por8.3%	;Disminuir por21.4%	;20	;Aumentar por233.3%	;Disminuir por31.0%	;28	;Aumentar por833.3%	;Aumentar por55.6%	;
92	;06/04 19:00 - 20:00	;730	;Aumentar por1420.8%	;Aumentar por27.0%	;1062	;Aumentar por2112.5%	;Aumentar por52.1%	;19	;Disminuir por20.8%	;Aumentar por11.8%	;11	;Aumentar por266.7%	;Disminuir por15.4%	;45	;Aumentar por1025.0%	;Aumentar por36.4%	;25	;Aumentar por2400.0%	;Disminuir por34.2%	;
93	;06/04 20:00 - 21:00	;896	;Aumentar por4380.0%	;Aumentar por45.7%	;991	;Aumentar por6506.7%	;Aumentar por55.3%	;12	;Disminuir por42.9%	;Disminuir por25.0%	;5	; --%	;Disminuir por16.7%	;22	;Aumentar por1000.0%	;Disminuir por21.4%	;15	; --%	;Disminuir por6.3%	;
94	;06/04 21:00 - 22:00	;641	;Aumentar por7022.2%	;Aumentar por14.3%	;591	;Aumentar por4825.0%	;Aumentar por33.7%	;15	;Aumentar por66.7%	;Aumentar por25.0%	;6	;Aumentar por500.0%	;Disminuir por14.3%	;23	; --%	;Disminuir por11.5%	;15	; --%	;Aumentar por25.0%	;
95	;06/04 22:00 - 23:00	;737	; --%	;Aumentar por95.5%	;541	;Aumentar por17933.3%	;Aumentar por128.3%	;11	;Aumentar por450.0%	;Disminuir por8.3%	;3	; --%	;Disminuir por25.0%	;14	; --%	;Disminuir por17.6%	;10	; --%	;Disminuir por23.1%	;
96	;06/04 23:00 - 24:00	;289	;Aumentar por9533.3%	;Aumentar por32.0%	;164	;Aumentar por16300.0%	;Aumentar por10.1%	;13	; --%	;Aumentar por18.2%	;8	; --%	;Aumentar por166.7%	;24	; --%	;Aumentar por14.3%	;13	; --%	;Aumentar por62.5%	;
97	;06/05 00:00 - 01:00	;81	; --%	;Aumentar por17.4%	;38	; --%	;Aumentar por31.0%	;5	;Aumentar por400.0%	;Sin cambios	;1	;Sin cambios	;Disminuir por80.0%	;7	; --%	;Aumentar por75.0%	;1	; --%	;Disminuir por50.0%	;
98	;06/05 01:00 - 02:00	;26	; --%	;Aumentar por18.2%	;3	; --%	;Disminuir por50.0%	;5	;Aumentar por400.0%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;3	; --%	;Aumentar por200.0%	;0	; --%	; --%	;
99	;06/05 02:00 - 03:00	;7	; --%	;Aumentar por600.0%	;3	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
100	;06/05 03:00 - 04:00	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
101	;06/05 04:00 - 05:00	;10	; --%	;Aumentar por25.0%	;0	; --%	; --%	;3	;Aumentar por200.0%	;Sin cambios	;2	; --%	;Aumentar por100.0%	;1	; --%	;Sin cambios	;1	; --%	; --%	;
102	;06/05 05:00 - 06:00	;2	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
103	;06/05 06:00 - 07:00	;1	;Sin cambios	;Disminuir por92.3%	;3	; --%	;Disminuir por70.0%	;4	;Sin cambios	;Disminuir por50.0%	;1	; --%	;Disminuir por75.0%	;1	; --%	;Disminuir por50.0%	;1	; --%	; --%	;
104	;06/05 07:00 - 08:00	;6	;Aumentar por100.0%	;Disminuir por78.6%	;9	;Aumentar por350.0%	;Disminuir por57.1%	;18	;Aumentar por5.9%	;Disminuir por5.3%	;6	;Aumentar por200.0%	;Disminuir por25.0%	;2	;Aumentar por100.0%	;Disminuir por66.7%	;0	; --%	;Disminuir por100.0%	;
105	;06/05 08:00 - 09:00	;41	;Aumentar por4000.0%	;Disminuir por42.3%	;20	;Aumentar por300.0%	;Disminuir por59.2%	;45	;Aumentar por21.6%	;Aumentar por25.0%	;15	;Aumentar por66.7%	;Aumentar por50.0%	;4	;Aumentar por300.0%	;Disminuir por20.0%	;2	; --%	;Aumentar por100.0%	;
106	;06/05 09:00 - 10:00	;27	; --%	;Disminuir por80.3%	;46	;Aumentar por820.0%	;Disminuir por69.7%	;46	;Aumentar por27.8%	;Disminuir por17.9%	;21	;Disminuir por27.6%	;Disminuir por8.7%	;1	; --%	;Disminuir por94.7%	;2	;Aumentar por100.0%	;Disminuir por83.3%	;
107	;06/05 10:00 - 11:00	;58	;Aumentar por2800.0%	;Disminuir por59.7%	;86	;Aumentar por1128.6%	;Disminuir por68.3%	;53	;Aumentar por35.9%	;Aumentar por55.9%	;28	;Aumentar por3.7%	;Aumentar por40.0%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Disminuir por95.5%	;
108	;06/05 11:00 - 12:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
109	;06/05 12:00 - 13:00	;388	;Aumentar por38700.0%	;Aumentar por4.0%	;738	;Aumentar por24500.0%	;Aumentar por112.1%	;68	;Aumentar por78.9%	;Aumentar por21.4%	;28	;Aumentar por55.6%	;Aumentar por3.7%	;12	; --%	;Disminuir por66.7%	;13	; --%	;Disminuir por55.2%	;
110	;06/05 13:00 - 14:00	;576	;Aumentar por8128.6%	;Aumentar por128.6%	;614	;Aumentar por4623.1%	;Aumentar por152.7%	;42	;Disminuir por17.6%	;Aumentar por2.4%	;23	;Aumentar por76.9%	;Aumentar por35.3%	;12	;Aumentar por1100.0%	;Disminuir por52.0%	;14	; --%	;Disminuir por12.5%	;
111	;06/05 14:00 - 15:00	;340	;Aumentar por2990.9%	;Aumentar por88.9%	;326	;Aumentar por1381.8%	;Aumentar por171.7%	;62	;Aumentar por82.4%	;Aumentar por87.9%	;22	;Aumentar por144.4%	;Aumentar por120.0%	;6	; --%	;Disminuir por85.4%	;11	; --%	;Disminuir por54.2%	;
112	;06/05 15:00 - 16:00	;414	;Aumentar por1378.6%	;Aumentar por137.9%	;437	;Aumentar por2813.3%	;Aumentar por258.2%	;36	;Aumentar por28.6%	;Aumentar por20.0%	;19	;Disminuir por9.5%	;Aumentar por280.0%	;16	;Aumentar por1500.0%	;Disminuir por5.9%	;11	; --%	;Aumentar por37.5%	;
113	;06/05 16:00 - 17:00	;538	;Aumentar por2461.9%	;Aumentar por152.6%	;547	;Aumentar por716.4%	;Aumentar por218.0%	;24	;Disminuir por20.0%	;Disminuir por27.3%	;17	;Aumentar por6.3%	;Aumentar por13.3%	;19	; --%	;Disminuir por20.8%	;14	;Aumentar por250.0%	;Disminuir por33.3%	;
114	;06/05 17:00 - 18:00	;499	;Aumentar por442.4%	;Aumentar por206.1%	;779	;Aumentar por508.6%	;Aumentar por340.1%	;44	;Aumentar por63.0%	;Aumentar por109.5%	;20	;Aumentar por185.7%	;Aumentar por33.3%	;15	;Aumentar por50.0%	;Disminuir por50.0%	;19	;Aumentar por533.3%	;Aumentar por11.8%	;
115	;06/05 18:00 - 19:00	;676	;Aumentar por477.8%	;Aumentar por203.1%	;936	;Aumentar por735.7%	;Aumentar por130.5%	;39	;Aumentar por30.0%	;Aumentar por105.3%	;21	;Aumentar por50.0%	;Aumentar por61.5%	;18	;Aumentar por350.0%	;Disminuir por25.0%	;20	;Aumentar por400.0%	;Disminuir por33.3%	;
116	;06/05 19:00 - 20:00	;1152	;Aumentar por836.6%	;Aumentar por108.7%	;1204	;Aumentar por920.3%	;Aumentar por57.8%	;14	;Disminuir por6.7%	;Aumentar por16.7%	;9	;Aumentar por12.5%	;Disminuir por10.0%	;10	;Aumentar por233.3%	;Disminuir por61.5%	;21	;Aumentar por600.0%	;Disminuir por34.4%	;
117	;06/05 20:00 - 21:00	;1065	;Aumentar por3450.0%	;Aumentar por64.4%	;1197	;Aumentar por2892.5%	;Aumentar por97.5%	;11	;Disminuir por50.0%	;Aumentar por10.0%	;4	;Disminuir por50.0%	;Disminuir por42.9%	;13	;Aumentar por1200.0%	;Disminuir por58.1%	;20	;Aumentar por900.0%	;Aumentar por5.3%	;
118	;06/05 21:00 - 22:00	;957	;Aumentar por8600.0%	;Aumentar por76.2%	;993	;Aumentar por5126.3%	;Aumentar por129.3%	;14	;Aumentar por133.3%	;Aumentar por16.7%	;10	;Aumentar por100.0%	;Aumentar por233.3%	;25	; --%	;Disminuir por3.8%	;18	; --%	;Aumentar por20.0%	;
119	;06/05 22:00 - 23:00	;1068	; --%	;Aumentar por128.7%	;933	;Aumentar por9230.0%	;Aumentar por194.3%	;6	;Aumentar por50.0%	;Sin cambios	;1	;Disminuir por50.0%	;Disminuir por66.7%	;12	;Aumentar por1100.0%	;Disminuir por14.3%	;28	; --%	;Aumentar por211.1%	;
120	;06/05 23:00 - 24:00	;751	;Aumentar por10628.6%	;Aumentar por186.6%	;513	; --%	;Aumentar por253.8%	;12	;Aumentar por300.0%	;Disminuir por14.3%	;5	;Aumentar por400.0%	;Disminuir por54.5%	;19	; --%	;Aumentar por11.8%	;20	; --%	;Aumentar por185.7%	;
121	;06/06 00:00 - 01:00	;342	;Aumentar por17000.0%	;Aumentar por350.0%	;174	; --%	;Aumentar por167.7%	;12	;Aumentar por500.0%	;Aumentar por50.0%	;8	;Aumentar por300.0%	;Aumentar por166.7%	;29	; --%	;Aumentar por866.7%	;9	; --%	;Aumentar por200.0%	;
122	;06/06 01:00 - 02:00	;136	; --%	;Aumentar por353.3%	;49	; --%	;Disminuir por34.7%	;6	; --%	;Aumentar por50.0%	;4	; --%	;Aumentar por100.0%	;4	; --%	;Aumentar por100.0%	;4	; --%	; --%	;
123	;06/06 02:00 - 03:00	;74	; --%	;Aumentar por42.3%	;33	; --%	;Aumentar por266.7%	;5	;Aumentar por150.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;3	; --%	;Aumentar por200.0%	;1	; --%	; --%	;
124	;06/06 03:00 - 04:00	;67	; --%	;Aumentar por67.5%	;35	; --%	;Aumentar por34.6%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;6	; --%	;Aumentar por500.0%	;6	; --%	; --%	;1	; --%	; --%	;
125	;06/06 04:00 - 05:00	;25	; --%	;Aumentar por525.0%	;14	; --%	;Aumentar por600.0%	;7	;Aumentar por600.0%	;Aumentar por250.0%	;5	;Aumentar por400.0%	; --%	;2	; --%	;Aumentar por100.0%	;2	; --%	; --%	;
126	;06/06 05:00 - 06:00	;13	;Aumentar por550.0%	;Aumentar por225.0%	;13	;Aumentar por550.0%	; --%	;10	;Aumentar por900.0%	; --%	;3	; --%	;Aumentar por200.0%	;2	; --%	; --%	;1	; --%	; --%	;
127	;06/06 06:00 - 07:00	;10	;Aumentar por900.0%	;Aumentar por25.0%	;8	; --%	;Disminuir por11.1%	;9	;Aumentar por50.0%	;Aumentar por28.6%	;5	;Aumentar por400.0%	;Aumentar por400.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
128	;06/06 07:00 - 08:00	;26	;Aumentar por333.3%	;Disminuir por29.7%	;45	;Aumentar por4400.0%	;Aumentar por73.1%	;12	;Sin cambios	;Disminuir por45.5%	;6	;Aumentar por20.0%	;Disminuir por33.3%	;2	;Disminuir por33.3%	;Disminuir por77.8%	;3	;Aumentar por200.0%	;Disminuir por40.0%	;
129	;06/06 08:00 - 09:00	;70	;Aumentar por1650.0%	;Aumentar por7.7%	;81	;Aumentar por1057.1%	;Aumentar por58.8%	;22	;Disminuir por46.3%	;Disminuir por42.1%	;15	;Disminuir por11.8%	;Aumentar por7.1%	;7	;Aumentar por600.0%	;Aumentar por16.7%	;8	;Aumentar por700.0%	;Disminuir por11.1%	;
